year,doy,hoursmin,fire_name,mtbs_fire_name,cause,size,class,latitude,longitude
2006,245,1300.0,SUMMIT,"",Lightning,0.25,A,33.67638889,-116.69166667
2006,234,1400.0,"SANTA ROSA","",Lightning,0.1,A,33.54583333,-116.43944444
2006,244,1700.0,WALL,"",Children,0.1,A,33.56805556,-116.66138889
2006,267,2200.0,DRY,"",Arson,0.25,A,33.70555556,-116.755
2006,17,900.0,SMOKE,"",Miscellaneous,0.1,A,32.82222222,-116.53138889
2006,23,1500.0,BUCKMAN,"",Miscellaneous,0.1,A,32.67333333,-116.49555556
2006,55,1100.0,HAUSER,"",Campfire,1.0,B,32.6675,-116.59444444
2006,57,200.0,WILSON,"",Campfire,1.0,B,32.71388889,-116.67222222
2006,83,2100.0,BUCK,"","Equipment Use",0.1,A,32.72833333,-116.47888889
2006,114,1400.0,JAPATUL,"","Equipment Use",0.1,A,32.77861111,-116.71527778
2006,128,1900.0,GRAFFITI,"","Equipment Use",0.1,A,32.84555556,-116.49305556
2006,152,1500.0,OTTO,"",Miscellaneous,0.1,A,32.83555556,-116.74444444
2006,154,1500.0,HAY,"","Equipment Use",0.1,A,32.77138889,-116.70861111
2006,163,300.0,EIGHTY,"","Equipment Use",0.1,A,32.85166667,-116.59527778
2006,164,1200.0,LOG,"",Campfire,0.1,A,32.88472222,-116.44055556
2006,169,1600.0,"BUCKMAN 2","","Equipment Use",0.1,A,32.74472222,-116.49333333
2006,171,1900.0,DEPUTY,"","Equipment Use",0.1,A,32.71333333,-116.49638889
2006,171,2000.0,DODGE,"","Equipment Use",0.1,A,32.6975,-116.48972222
2006,173,1000.0,ROCKY,"",Miscellaneous,0.1,A,32.83055556,-116.51888889
2006,175,800.0,"LAGUNA 56","",Campfire,0.1,A,32.87638889,-116.43583333
2006,183,1300.0,WILLOW,"","Equipment Use",0.1,A,32.83611111,-116.71361111
2006,195,1400.0,PINE,"","Equipment Use",120.0,D,32.82166667,-116.54527778
2006,198,1300.0,VALLEY,"","Equipment Use",1.0,B,32.84,-116.54
2006,203,400.0,CARPET,"","Equipment Use",0.1,A,32.82166667,-116.52694444
2006,203,1900.0,CHOPPER,"","Debris Burning",0.1,A,32.86388889,-116.87222222
2006,237,1700.0,CHOP,"","Equipment Use",0.1,A,32.83777778,-116.69805556
2006,245,1600.0,FILAREE,"",Lightning,0.1,A,32.92027778,-116.47305556
2006,245,1300.0,CAMERON,"",Lightning,0.1,A,32.71222222,-116.45888889
2006,259,1700.0,SWEET,"",Miscellaneous,1.0,B,32.82472222,-116.62277778
2006,297,300.0,OFFRAMP,"","Equipment Use",0.1,A,32.81722222,-116.53277778
2006,296,1100.0,SHRINE,"",Miscellaneous,0.1,A,32.89722222,-116.45194444
2006,275,1400.0,"LA POSTA","","Equipment Use",0.2,A,32.72472222,-116.47694444
2006,300,800.0,BOULDER,"",Miscellaneous,2.0,B,32.94888889,-116.64222222
2006,219,1700.0,ABSENT,"",Campfire,0.1,A,32.86333333,-116.24777778
2006,309,900.0,CHEROKEE,"","Equipment Use",0.1,A,32.81916667,-116.58638889
2006,242,2300.0,BAUTISTA,"",Arson,0.1,A,33.66388889,-116.82805556
2006,266,1600.0,SPRINGCREST,"",Arson,0.25,A,33.56583333,-116.48416667
2006,271,200.0,74,"",Arson,0.25,A,33.71861111,-116.7925
2006,273,1200.0,WASP,"",Campfire,0.1,A,33.58527778,-116.62444444
2006,293,1800.0,"INDIAN 2","",Miscellaneous,0.1,A,33.56861111,-116.755
2006,222,1100.0,SAGE,"",Campfire,0.01,A,33.65055556,-117.45166667
2006,300,400.0,LAZYW,"",Miscellaneous,2.5,B,33.60166667,-117.51
2006,311,2100.0,TRAILHEAD,"",Campfire,0.01,A,33.60166667,-117.51
2006,245,2300.0,"BAUTISTA 2","",Arson,5.0,B,33.695,-116.83305556
2006,248,1800.0,MORRIS,"",Miscellaneous,0.01,A,33.62333333,-116.61583333
2006,246,1400.0,"THOMAS 2","",Lightning,0.02,A,33.64694444,-116.715
2006,234,1400.0,THOMAS,"",Lightning,0.01,A,33.62111111,-116.67444444
2006,235,1000.0,"LAKE 2","",Lightning,0.02,A,33.64,-116.695
2006,316,1500.0,"AL MONTE","",Children,0.2,A,32.83055556,-116.52305556
2006,187,1300.0,BONE,"",Campfire,0.1,A,32.70416667,-116.64833333
2006,139,1900.0,POLE,"","Equipment Use",0.1,A,32.785,-116.49472222
2006,302,1200.0,CAMINO,"",Miscellaneous,100.0,D,33.27527778,-116.63083333
2006,286,1300.0,"SITE 13","",Campfire,0.01,A,33.6,-117.41666667
2006,316,1600.0,"LOOKOUT 2","",Miscellaneous,290.0,D,33.64805556,-117.37
2006,269,1600.0,MORENA,"",Campfire,0.1,A,32.67916667,-116.51055556
2006,335,200.0,CROSLEY,"",Miscellaneous,1.5,B,33.43194444,-116.91944444
2006,337,1500.0,BROWN,"",Miscellaneous,0.25,A,32.85444444,-116.69
2006,337,2100.0,RANCH,"",Miscellaneous,0.1,A,32.82,-116.64305556
2007,15,1400.0,COLD,"",Smoking,0.1,A,32.8575,-116.46388889
2007,8,1400.0,VIEW,"",Miscellaneous,0.1,A,32.67861111,-116.505
2007,7,1500.0,SADDLEBACK,"","Equipment Use",30.0,C,33.52666667,-116.80388889
2007,8,1900.0,TOFT,"",Miscellaneous,1.0,B,33.6725,-117.39888889
2007,10,800.0,REECE,"","Debris Burning",0.1,A,33.65055556,-117.41277778
2007,22,1300.0,POINT_1,"",Campfire,0.1,A,33.41277778,-116.85194444
2007,28,900.0,DOMINION,"",Campfire,0.1,A,33.66416667,-117.43916667
2007,35,1600.0,MORRELL,"",Miscellaneous,0.1,A,33.61666667,-117.41666667
2007,70,1000.0,CIRCLE,"",Campfire,0.1,A,33.1825,-116.81916667
2007,91,1200.0,CAHUILLA,"",Arson,0.1,A,33.59722222,-117.42222222
2007,102,1100.0,LOOP,"",Campfire,0.2,A,33.62333333,-117.42472222
2007,129,1100.0,OROSCO,"",Miscellaneous,4.0,B,33.12388889,-116.88138889
2007,194,1600.0,LA_POSTA,"",Miscellaneous,0.1,A,32.71666667,-116.43194444
2007,146,1000.0,COORS,"",Campfire,0.1,A,32.82027778,-116.44833333
2007,156,1600.0,HAUSER,"",Campfire,17.0,C,32.67111111,-116.55916667
2007,161,1500.0,MAGGIO,"","Equipment Use",0.1,A,32.85722222,-116.60694444
2007,87,1200.0,POINT_2,"",Campfire,0.1,A,33.41305556,-116.85111111
2007,169,1600.0,POINT_3,"",Campfire,0.1,A,33.41305556,-116.90111111
2007,192,1600.0,JAPATUL,"","Equipment Use",0.3,B,32.83611111,-116.64027778
2007,198,600.0,BEAR,"",Campfire,0.1,A,32.75166667,-116.4975
2007,203,1400.0,WOODED_1,"",Campfire,0.1,A,32.85055556,-116.43333333
2007,207,700.0,"BAUTISTA #1","",Arson,0.1,A,33.66083333,-116.8225
2007,210,900.0,RANGER,"",Campfire,0.1,A,32.905,-116.47444444
2007,71,2200.0,BOULDER,"",Miscellaneous,0.1,A,32.87611111,-116.63916667
2007,155,800.0,CAMERON,"","Equipment Use",0.1,A,32.71805556,-116.46833333
2007,227,2300.0,VISTA,"","Equipment Use",0.1,A,32.83805556,-116.66555556
2007,203,1400.0,WOODED_2,"",Campfire,0.1,A,32.85083333,-116.43361111
2007,203,1400.0,WOODED_3,"",Campfire,0.1,A,32.85083333,-116.43305556
2007,203,1400.0,WOODED_4,"",Campfire,0.1,A,32.85194444,-116.43305556
2007,203,1400.0,WOODED_5,"",Campfire,0.1,A,32.85166667,-116.43277778
2007,203,1400.0,WOODED_6,"",Campfire,0.1,A,32.85138889,-116.43277778
2007,161,1300.0,SITE_25,"",Campfire,0.1,A,33.39055556,-117.27222222
2007,161,1200.0,SITE_27,"",Campfire,0.1,A,33.39083333,-117.27166667
2007,161,1200.0,SITE_21,"",Campfire,0.1,A,33.39083333,-117.27277778
2007,163,1700.0,HIGHWAY,"",Miscellaneous,0.1,A,33.59194444,-117.46888889
2007,216,1000.0,SAN_JUAN_4,"",Campfire,0.1,A,33.60694444,-117.43277778
2007,222,1100.0,SAN_JUAN_5,"",Campfire,0.1,A,33.60694444,-117.43277778
2007,225,1300.0,FALCON,"",Campfire,0.1,A,33.39055556,-117.27166667
2007,227,1200.0,PENNY,"","Equipment Use",0.1,A,33.655,-117.40388889
2007,227,1600.0,BOUNDARY,"",Lightning,0.1,A,32.71416667,-116.49083333
2007,233,600.0,WILLOWS,"","Equipment Use",0.1,A,32.83416667,-116.72611111
2007,234,2200.0,EIGHT,"","Equipment Use",0.1,A,32.81888889,-116.53277778
2007,133,2200.0,HOLY,"","Equipment Use",0.1,A,33.67416667,-117.545
2007,210,1500.0,COTTON,"",Campfire,0.1,A,32.71416667,-116.52166667
2007,224,1500.0,BOB,"",Campfire,0.1,A,32.8275,-116.55694444
2007,237,1100.0,BLESS,"",Campfire,0.1,A,32.83888889,-116.45027778
2007,229,1700.0,PORTERO,"",Lightning,0.1,A,33.69916667,-116.52666667
2007,243,1500.0,GOLD,"",Lightning,0.1,A,33.60416667,-116.58888889
2007,25,1700.0,TAURUS,"","Equipment Use",0.1,A,32.8375,-116.68083333
2007,41,1000.0,FORTYSIX,"","Equipment Use",0.1,A,33.30277778,-116.8725
2007,121,1100.0,OAK,"",Lightning,0.1,A,32.81416667,-116.51416667
2007,139,1000.0,LEAF,"",Miscellaneous,0.1,A,33.25,-116.7875
2007,144,1500.0,ESCORT,"","Equipment Use",0.1,A,33.46583333,-116.96305556
2007,164,1600.0,BLACK,"",Miscellaneous,0.2,A,33.17444444,-116.80527778
2007,192,2000.0,BRIDGE,"",Miscellaneous,0.1,A,33.59,-117.50388889
2007,193,2100.0,THIEF,"",Arson,0.1,A,32.79666667,-116.63888889
2007,197,2100.0,BEASTLY,"",Campfire,0.1,A,32.75611111,-116.6675
2007,202,1500.0,MORENA,"",Children,15.0,C,32.6625,-116.50555556
2007,227,1500.0,HIGH_POINT,"",Lightning,0.1,A,33.35166667,-116.82111111
2007,236,1000.0,CAMEL,"","Equipment Use",0.1,A,32.83694444,-116.68111111
2007,237,900.0,HONDA,"",Arson,0.5,B,33.27277778,-116.83111111
2007,238,900.0,SUNDAY_SCHOOL_FLATS,"",Lightning,0.1,A,33.3275,-116.87916667
2007,243,1700.0,DRIP,"",Lightning,0.1,A,33.43694444,-116.97472222
2007,244,1300.0,LANDING,"",Lightning,0.1,A,33.1825,-116.79722222
2007,244,1600.0,STONERIDGE,"",Lightning,0.1,A,33.35333333,-116.72055556
2007,245,1300.0,FRENCH,"",Lightning,0.1,A,33.36027778,-116.89111111
2007,238,1100.0,"SANTA ROSA 2","",Lightning,0.1,A,33.58055556,-116.55555556
2007,252,700.0,VILLAGE,"",Miscellaneous,0.1,A,33.64944444,-117.41027778
2007,244,1500.0,"TORO 2","",Lightning,0.1,A,33.57777778,-116.425
2007,244,1500.0,"TORO/SANTA ROSA","",Lightning,0.1,A,33.54444444,-116.58888889
2007,247,800.0,PALOMAR,"","Equipment Use",0.1,A,33.30527778,-116.87805556
2007,255,1200.0,PINE,PINE,Campfire,2170.0,F,32.80277778,-116.56111111
2007,244,1200.0,WILLOWS,"",Lightning,0.1,A,32.84666667,-116.69388889
2007,255,1800.0,LAGUNA,"",Miscellaneous,20.0,C,33.66305556,-117.38805556
2007,266,1300.0,TWENTYONE,"","Equipment Use",0.1,A,32.825,-116.62333333
2007,276,1800.0,MOUNTAIN,"",Miscellaneous,11.0,C,33.71722222,-117.44361111
2007,280,500.0,LOS_HUECOS,"",Miscellaneous,1.0,B,32.86972222,-116.42166667
2007,277,1000.0,TRAMMELL,"","Equipment Use",0.1,A,32.83833333,-116.70305556
2007,275,1500.0,FRY,"",Campfire,0.1,A,33.34611111,-116.88805556
2007,254,1500.0,SOUTH,"",Miscellaneous,3.0,B,33.47,-117.01416667
2007,297,1300.0,BOILING,"",Miscellaneous,0.3,B,32.87277778,-116.41694444
2007,294,2300.0,MCCOY,"",Miscellaneous,353.0,E,32.87083333,-116.63555556
2007,258,1600.0,BAHRMAN,"",Miscellaneous,0.25,A,33.555,-116.68777778
2007,302,1100.0,"OLD CARY","",Miscellaneous,0.1,A,33.58611111,-116.7275
2007,328,1300.0,DAMERON,"",Miscellaneous,0.1,A,33.40694444,-116.81333333
2007,283,800.0,PAUBA,"",Miscellaneous,1.0,B,33.46944444,-117.00666667
2007,288,1200.0,PENNY_2,"","Equipment Use",0.1,A,33.64916667,-117.49416667
2007,297,1200.0,WESLEY,"",Miscellaneous,20.0,C,33.60916667,-117.28527778
2007,322,700.0,CURVE,"","Equipment Use",0.1,A,33.61805556,-117.42611111
2007,326,1500.0,CHICO,"",Campfire,0.1,A,32.86472222,-116.44861111
2007,320,1500.0,WEST_WILLOWS,"","Equipment Use",0.5,B,32.83805556,-116.70305556
2007,322,1000.0,VIA_SERRENO,"",Miscellaneous,0.1,A,33.5425,-117.33555556
2007,320,1500.0,EAST,"","Equipment Use",1.5,B,32.83777778,-116.72666667
2007,294,1200.0,WITCH,WITCH,Miscellaneous,197990.0,G,33.07444444,-116.71111111
2007,295,400.0,RICE,RICE,Miscellaneous,9472.0,G,33.39694444,-117.14805556
2007,294,1600.0,ROCA,"",Miscellaneous,250.0,D,33.44305556,-116.85833333
2007,294,1300.0,OAK_GROVE_2,"",Campfire,0.1,A,33.38777778,-116.79194444
2007,296,300.0,POOMACHA,POOMACHA,Miscellaneous,49390.0,G,33.2775,-116.86805556
2007,360,1500.0,COLDS,"",Miscellaneous,0.1,A,33.6425,-116.64694444
2008,108,1400.0,ANGEL,"",Miscellaneous,3.0,B,33.70388889,-116.58916667
2008,115,500.0,RAMP,"",Campfire,0.1,A,32.82916667,-116.50555556
2008,118,1100.0,OROSCO,"",Miscellaneous,1.0,B,33.12305556,-116.87333333
2008,146,1200.0,CAMPFIRE,"",Campfire,0.1,A,33.35805556,-116.66555556
2008,150,1100.0,SHEEP,"",Campfire,0.1,A,32.75527778,-116.47722222
2008,1,1500.0,CARILLO,"","Equipment Use",0.1,A,33.56138889,-117.50194444
2008,76,900.0,TRAILER,"",Arson,0.1,A,33.53083333,-117.48527778
2008,111,1100.0,BLUE_JAY,"",Campfire,0.1,A,33.65277778,-117.44972222
2008,146,1000.0,SITE_7,"",Campfire,0.1,A,33.65111111,-117.40944444
2008,150,1500.0,RAIN,"","Equipment Use",0.1,A,32.86944444,-116.59
2008,153,1100.0,RIDGE,"",Miscellaneous,0.1,A,33.12305556,-116.88
2008,151,1500.0,ENGINE,"","Equipment Use",0.1,A,33.3425,-116.88416667
2008,169,1200.0,BUTTERFIELD,"",Campfire,1.5,B,33.47027778,-116.98305556
2008,104,900.0,CYCLE,"",Miscellaneous,0.1,A,33.65805556,-117.40027778
2008,139,2200.0,GRAND,"",Miscellaneous,0.1,A,33.64333333,-117.38583333
2008,140,1400.0,BAUTISTA,"",Miscellaneous,0.5,B,33.70555556,-116.85722222
2008,138,1200.0,VW,"","Equipment Use",0.1,A,33.65416667,-117.44888889
2008,186,2100.0,WILDOMAR,"",Campfire,0.1,A,33.58055556,-117.34111111
2008,184,1600.0,YANKEE,"",Miscellaneous,125.0,D,33.50305556,-117.48805556
2008,40,200.0,VICTORIA,"",Miscellaneous,0.1,A,32.93944444,-116.74194444
2008,48,1100.0,MACHO,"",Campfire,0.1,A,32.7625,-116.53916667
2008,172,1800.0,JAPATUL,"",Miscellaneous,0.1,A,32.76166667,-116.68666667
2008,197,200.0,SOUTH_GRADE,"","Equipment Use",0.1,A,33.30638889,-116.87638889
2008,212,1500.0,VIEJAS,"",Arson,0.1,A,32.85194444,-116.70388889
2008,204,1000.0,BELL_BLUFF,"","Equipment Use",0.25,A,32.8075,-116.65888889
2008,208,1300.0,GLENCLIFF,"","Equipment Use",0.1,A,32.78361111,-116.49472222
2008,202,1300.0,CRESTLINE,"",Campfire,0.1,A,33.31277778,-116.86305556
2008,202,1100.0,CANFIELD,"","Debris Burning",0.1,A,33.31861111,-116.91166667
2008,201,1500.0,BALLROOM,"",Campfire,0.1,A,32.68472222,-116.60611111
2008,202,1100.0,CIRCLE,"",Campfire,0.1,A,32.85083333,-116.4325
2008,209,1600.0,STING,"",Campfire,0.1,A,33.60666667,-117.43277778
2008,220,1400.0,CARMEN,"",Lightning,0.1,A,32.9125,-116.48444444
2008,221,1700.0,TRAILER_2,"","Equipment Use",0.1,A,33.39944444,-116.80222222
2008,222,1500.0,HACIENDA,"",Miscellaneous,0.25,A,33.53916667,-117.34027778
2008,231,1500.0,VAIL,"",Miscellaneous,135.0,D,33.4675,-116.95805556
2008,181,1200.0,"LITTLE THOMAS","",Smoking,0.25,A,33.65666667,-116.66777778
2008,236,1900.0,SWING,"","Debris Burning",0.25,A,33.70055556,-117.40527778
2008,191,1600.0,BENTON,"","Debris Burning",9.0,B,33.56944444,-116.9175
2008,245,1400.0,LUPINE,"",Campfire,0.1,A,32.83666667,-116.44194444
2008,256,1000.0,WILL,"",Lightning,0.3,B,33.29083333,-116.78555556
2008,255,1600.0,STAGE,"","Equipment Use",1.0,B,33.44916667,-116.89444444
2008,258,2200.0,CLOUD,"",Campfire,0.1,A,33.71333333,-117.42333333
2008,238,1400.0,CAHUILLA,"",Lightning,0.5,B,33.50055556,-116.78
2008,238,1600.0,TABLE,"",Lightning,0.1,A,33.56111111,-116.60444444
2008,222,1500.0,HOWARD,"",Miscellaneous,0.1,A,33.54805556,-116.72472222
2008,238,2200.0,COTTONWOOD,"",Arson,0.1,A,33.60416667,-116.73722222
2008,238,2300.0,"BAUTISTA 2","",Arson,0.1,A,33.60055556,-116.74111111
2008,244,1000.0,THOMAS,"",Campfire,0.1,A,33.53388889,-116.78111111
2008,243,1000.0,REFLECTOR,"",Campfire,0.1,A,33.57944444,-116.62333333
2008,251,1000.0,GOFF,"",Campfire,0.1,A,33.63861111,-116.59222222
2008,272,1200.0,YELLOW,"",Campfire,0.1,A,32.75527778,-116.45333333
2008,260,1100.0,COWPOND,"",Campfire,0.1,A,32.69083333,-116.62277778
2008,269,1200.0,ROBLAR,"",Miscellaneous,400.0,E,33.425,-117.39166667
2008,264,800.0,DIABLO,"",Campfire,0.1,A,33.36472222,-116.42527778
2008,269,1600.0,TEMPO,"",Miscellaneous,0.1,A,33.57722222,-116.62083333
2008,270,1100.0,JULIAN,"",Campfire,0.1,A,33.61944444,-116.68027778
2008,297,600.0,WHIP,"",Campfire,0.1,A,32.74416667,-116.5675
2008,307,1700.0,OUTSIDE,"",Campfire,0.1,A,33.65222222,-117.41222222
2008,271,1900.0,"VALLEY 2","",Arson,0.1,A,33.56027778,-116.60138889
2008,301,1200.0,BUDD,"",Campfire,0.1,A,32.84138889,-116.41861111
2008,291,1100.0,NATE,"","Equipment Use",0.1,A,33.33972222,-116.92
2008,317,1100.0,HIGHWAY,"",Miscellaneous,0.1,A,33.6475,-117.41694444
2008,318,1200.0,PAMO,"","Equipment Use",5.0,B,33.13416667,-116.84805556
2008,293,1000.0,COTTON,"",Arson,0.1,A,33.63833333,-116.79138889
2008,322,1400.0,SAN_JUAN,"",Miscellaneous,2.0,B,33.60166667,-117.45166667
2008,317,1300.0,WEST,"",Miscellaneous,0.1,A,33.59222222,-117.49027778
2008,323,1800.0,MONTEREY,"",Miscellaneous,0.1,A,33.61777778,-117.45694444
2008,323,1800.0,TWILIGHT,"",Miscellaneous,0.1,A,33.63138889,-117.425
2008,256,1500.0,ROCK,"",Miscellaneous,0.1,A,33.2925,-117.21305556
2008,326,1600.0,BULL,"",Arson,0.5,B,33.60638889,-116.56777778
2008,327,1200.0,BAILEY,"",Miscellaneous,5.0,B,33.45722222,-116.67111111
2008,331,1500.0,"HIGHWAY 2","",Campfire,0.01,A,33.40527778,-116.70027778
2008,291,2200.0,LAS_BANCAS,"",Arson,0.8,B,32.84,-116.54
2009,2,1100.0,HOLY_JIM,"",Arson,0.1,A,33.68305556,-117.51611111
2009,17,900.0,53,"","Equipment Use",0.1,A,33.71027778,-116.7675
2009,67,1600.0,FALLS,"",Campfire,0.1,A,33.62638889,-117.42777778
2009,78,900.0,NISSAN,"",Arson,0.1,A,33.63611111,-117.43333333
2009,85,1000.0,VIEWPOINT,"","Equipment Use",0.2,A,32.83833333,-116.6525
2009,110,1500.0,ORTEGA,"",Miscellaneous,0.1,A,33.65583333,-117.39666667
2009,114,2100.0,HONDA,"",Miscellaneous,0.1,A,33.64611111,-117.38527778
2009,116,1800.0,RANCHO,"",Miscellaneous,0.1,A,33.60916667,-117.355
2009,125,2300.0,FRED,"","Equipment Use",7.5,B,32.77,-116.43333333
2009,129,800.0,GRINDER,"",Campfire,0.1,A,32.90444444,-116.50694444
2009,135,1500.0,TRABUCO,"",Smoking,0.1,A,33.67388889,-117.53138889
2009,142,1300.0,TOYOTA,"","Equipment Use",0.1,A,32.75944444,-116.4875
2009,144,1300.0,CEDAR,"",Miscellaneous,4.0,B,32.98888889,-116.73888889
2009,146,2000.0,BURNS,"",Miscellaneous,0.25,A,32.83305556,-116.72305556
2009,147,300.0,MEADOWS,"",Miscellaneous,5.1,B,32.88,-116.46638889
2009,154,700.0,PINOS,"",Lightning,2.5,B,33.64083333,-117.46055556
2009,86,1600.0,WILDOMAR,"",Campfire,0.1,A,33.58083333,-117.34138889
2009,108,1000.0,WILBERS,"",Campfire,0.1,A,32.71833333,-116.50388889
2009,138,1100.0,SANTIAGO,"",Lightning,0.25,A,33.67,-117.51833333
2009,143,2000.0,CRESTLINE,"",Campfire,0.1,A,33.31305556,-116.86333333
2009,145,1300.0,BRIDGE,"",Campfire,0.1,A,33.59,-117.50166667
2009,150,1500.0,WESLEY,"",Miscellaneous,0.2,A,33.60277778,-117.29055556
2009,150,1600.0,HIGHLANDS,"","Equipment Use",0.4,B,32.78972222,-116.66666667
2009,155,1100.0,CHANEY,"","Equipment Use",7.0,B,33.30388889,-116.66333333
2009,157,1000.0,DUCATI,"","Equipment Use",0.1,A,32.83694444,-116.62305556
2009,165,1400.0,HOLY,"",Miscellaneous,0.25,A,33.67388889,-117.53194444
2009,167,1300.0,CANYON,"",Miscellaneous,1.0,B,33.67,-117.53416667
2009,129,1500.0,SAGE,"",Miscellaneous,0.1,A,33.64722222,-116.94138889
2009,171,1300.0,TRAILER,"",Miscellaneous,0.1,A,32.71111111,-116.52083333
2009,141,1200.0,WELSH,"",Campfire,0.1,A,33.67666667,-116.6675
2009,143,1100.0,DAYS,"",Campfire,0.1,A,33.62138889,-116.68277778
2009,143,1100.0,MEMORIAL,"",Campfire,0.1,A,33.62305556,-116.68111111
2009,143,1100.0,MOUNTAIN,"",Campfire,0.1,A,33.61194444,-116.66166667
2009,143,1700.0,MAN,"",Campfire,0.1,A,33.61222222,-116.66111111
2009,168,1400.0,RIDGE,"",Miscellaneous,0.1,A,33.67,-117.53416667
