year,doy,hoursmin,fire_name,mtbs_fire_name,cause,size,class,latitude,longitude
2007,223,1300.0,"UNNAMED FIRE 3776","","Equipment Use",9.0,B,38.760067,-122.768625
2007,224,1800.0,"UNNAMED FIRE 3649","",Miscellaneous,1.0,B,38.518439,-123.246494
2007,226,2100.0,"UNNAMED FIRE 3798","",Smoking,400.0,E,38.494742,-122.027481
2007,233,800.0,"UNNAMED FIRE 3309","",Arson,0.1,A,38.352861,-123.067869
2007,238,1800.0,"UNNAMED FIRE 3650","",Campfire,1.0,B,38.498364,-123.192986
2007,242,1700.0,"UNNAMED FIRE 3651","",Miscellaneous,1.0,B,38.654872,-122.596711
2007,248,1100.0,"UNNAMED FIRE 3652","",Miscellaneous,1.0,B,38.542378,-123.289514
2007,254,2100.0,"UNNAMED FIRE 3653","",Miscellaneous,1.0,B,38.501858,-122.118894
2007,255,1300.0,"UNNAMED FIRE 3654","",Miscellaneous,1.0,B,38.492786,-122.125694
2007,262,1200.0,"UNNAMED FIRE 3777","",Miscellaneous,10.0,C,38.649178,-122.393981
2007,278,1400.0,"UNNAMED FIRE 3731","",Powerline,1.5,B,38.545875,-123.296025
2007,281,1600.0,"UNNAMED FIRE 3313","",Miscellaneous,0.1,A,38.598742,-122.272428
2007,286,2400.0,"UNNAMED FIRE 3314","","Equipment Use",0.1,A,38.438683,-122.111919
2007,294,1400.0,"UNNAMED FIRE 3315","",Miscellaneous,0.1,A,38.603031,-122.586689
2007,315,1500.0,"UNNAMED FIRE 3475","",Miscellaneous,0.1,A,38.5338,-123.275553
2007,324,1400.0,"UNNAMED FIRE 3753","",Miscellaneous,3.0,B,38.393731,-122.41695
2007,328,1500.0,"UNNAMED FIRE 3317","",Miscellaneous,0.1,A,38.651911,-123.399447
2007,348,1800.0,"UNNAMED FIRE 3319","",Children,0.1,A,38.526786,-122.222258
2008,227,1600.0,"BERRYESSA MARINA","",Lightning,1.0,B,38.5794,-122.2528
2008,228,1700.0,"SPANISH FLAT","",Lightning,110.0,D,38.5081,-122.2139
2009,178,2300.0,"EAST RIDGE","",Lightning,20.0,C,38.518567,-122.150983
2006,129,1400.0,OCEANBEACH,"",Miscellaneous,0.1,A,37.7592,-122.5103
2006,145,2200.0,MORSES,"",Powerline,0.1,A,37.92033,-122.66933
2006,167,1400.0,"WOLF CLOUD","",Miscellaneous,0.1,A,37.8514,-122.4931
2006,185,2200.0,"OCEAN BEACH 2","",Fireworks,0.1,A,37.74313,-122.50797
2006,227,1500.0,"DOYLE DRIVE","",Campfire,0.1,A,37.80245,-122.46663
2006,229,2000.0,"LINCOLN MERCHANT","",Miscellaneous,0.1,A,37.80544,-122.47553
2006,232,1400.0,"ALEXANDER AVE","",Miscellaneous,0.1,A,37.8353,-122.4841
2006,234,700.0,"MILE ROCK","",Miscellaneous,0.2,A,37.78739,-122.50522
2006,301,1500.0,"BAKER BARRY","",Miscellaneous,0.1,A,37.84192,-122.49438
2007,19,1700.0,"WEST PACIFIC","",Miscellaneous,0.1,A,37.7886,-122.4661
2007,174,1100.0,"PAINTED ROCK","",Campfire,0.1,A,37.7875,-122.5061
2007,183,1200.0,MAMMAL,"",Miscellaneous,0.1,A,37.8342,-122.5356
2007,185,1500.0,"EAST BEACH","",Campfire,0.1,A,37.80595,-122.449928
2007,202,1500.0,"VISTA POINT","",Smoking,0.1,A,37.83311,-122.47997
2007,204,2100.0,"OCEAN BEACH","",Miscellaneous,0.1,A,37.75989,-122.510344
2007,222,1600.0,SHORELINE,"",Powerline,5.6,B,37.943158,-122.702764
2008,148,1500.0,"ARGUELLO FINLEY","",Miscellaneous,0.1,A,37.790228,-122.458783
2008,192,1600.0,FAIRWAY,"",Arson,2.0,B,37.6192,-122.4819
2008,365,700.0,AUDUBON,"",Powerline,0.1,A,37.92017,-122.667817
2009,232,1300.0,BAKER,"",Campfire,0.1,A,37.7908,-122.4836
2007,247,1600.0,"SOUTH BEACH LOG","",Campfire,0.1,A,38.0483,-122.9892
2008,206,1700.0,"MESA WATERTANK","",Miscellaneous,2.0,B,37.9181,-122.7117
2009,63,1000.0,"DIVIDE MEADOW","",Lightning,0.1,A,38.0097,-122.8089
2009,71,1800.0,"PINE GULCH CREEK","",Campfire,0.1,A,37.9453,-122.7156
2006,235,1500.0,"TULSA LANE","","Debris Burning",0.1,A,36.925963,-121.819124
2006,54,1500.0,"APTOS ASSIST #3","",Miscellaneous,0.1,A,36.925391,-121.843699
2006,265,900.0,"APTOS ASSIST #14","",Miscellaneous,0.1,A,36.94338,-121.8408
2006,172,1900.0,"APTOS ASSIST 6","",Miscellaneous,0.1,A,36.949549,-121.8493
2006,59,900.0,"BUENA VISTA","",Miscellaneous,0.1,A,36.93205,-121.809
2006,182,1400.0,"BUENA VISTA","",Miscellaneous,1.0,B,36.93205,-121.809
2006,37,2000.0,"HWY 1","","Equipment Use",0.1,A,36.93205,-121.809
2006,167,1700.0,MARMONTE,"","Equipment Use",0.1,A,36.9537,-121.8471
2006,263,900.0,"MBA # 1","","Equipment Use",0.1,A,36.9149,-121.828268
2006,278,1500.0,"NO NAME 138","",Miscellaneous,1.0,B,36.910054,-121.839448
2006,295,1900.0,"NO NAME 141","",Smoking,0.1,A,36.92783,-121.8117
2006,328,300.0,"NO NAME 145","",Miscellaneous,0.1,A,36.92964,-121.8106
2006,170,1800.0,"W+S ASSIST #32","",Miscellaneous,0.1,A,36.928533,-121.811838
2006,177,1000.0,"WTSASSIST #36","",Miscellaneous,0.1,A,36.96065,-121.8616
2006,148,600.0,"REIER INCIDENT","",Miscellaneous,1.0,B,37.4375,-121.97416667
2006,242,2000.0,"FOS 1","",Miscellaneous,0.1,A,37.549769,-122.268722
2006,146,2100.0,"SOC ASSIST #27","",Miscellaneous,0.1,A,37.501239,-122.2548
2006,19,1800.0,"30CASSIST #5","",Miscellaneous,0.1,A,37.494879,-122.2567
2006,68,2000.0,"SOUTH CO. ASSIST 14","",Miscellaneous,0.1,A,37.506014,-122.25046
2006,130,2300.0,"BUENA VISTA","",Arson,0.1,A,36.93185,-121.8092
2006,111,100.0,"SAN ANDREAS","",Miscellaneous,0.1,A,36.91769,-121.84564
2006,181,1000.0,"STONE LAKES INTERSTATE 1","",Miscellaneous,0.1,A,38.39194444,-121.48
2006,222,1400.0,ARNOLD,"",Miscellaneous,0.1,A,38.11862,-122.49559
2006,170,500.0,"ARNOLD 2","",Miscellaneous,0.1,A,38.150976,-122.44939
2006,186,1200.0,"LKV ASSIST","",Miscellaneous,0.1,A,38.134174,-122.476437
2006,249,1500.0,"LKV ASSIST","",Miscellaneous,0.1,A,38.141502,-122.481918
2006,192,1400.0,"LUK ASSIST","",Miscellaneous,0.1,A,38.134174,-122.476437
2007,187,1700.0,"HARKINS SLOUGH WF-ES/SF BAY","",Arson,11.0,C,36.91722222,-121.81444444
2007,197,1000.0,"NO NAME 139","",Miscellaneous,0.1,A,36.91125,-121.82985
2007,196,1200.0,"NO NAME 140","",Miscellaneous,0.1,A,36.914887,-121.828262
2007,187,1600.0,"NO NAME 143","",Miscellaneous,0.3,B,36.929639,-121.8106
2007,261,700.0,"NO NAME #146","",Miscellaneous,1.0,B,36.93205,-121.809
2007,297,1100.0,"NO NAME 147","",Miscellaneous,0.1,A,36.93205,-121.809
2007,207,1500.0,"NO NAME 148","","Equipment Use",0.1,A,36.946482,-121.813022
2007,8,1400.0,"NO NAME 149","",Miscellaneous,0.1,A,36.949722,-121.82728
2007,114,100.0,"NO NAME 152","",Arson,0.1,A,36.96935,-121.8317
2007,168,1300.0,REDWOOD,"",Campfire,1.0,B,37.54972222,-122.23194444
2007,166,1700.0,"FABER/LAUMEISTER WF (SFBAY)","",Miscellaneous,1.0,B,37.47,-122.13305556
2007,206,1200.0,"FABER II WF (SFBAY)","",Miscellaneous,1.0,B,37.47,-122.13111111
2007,171,1000.0,"NO NAME 304","",Miscellaneous,0.1,A,37.552717,-122.058955
2007,240,2000.0,"NO NAME 303","",Miscellaneous,0.1,A,37.492484,-122.19924
2007,207,300.0,"NO NAME 150","",Miscellaneous,0.1,A,36.95753,-121.8518
2007,188,1400.0,"STONE LAKE","",Miscellaneous,0.3,B,38.43527778,-121.5
2007,210,1500.0,HIGHWAY,"",Miscellaneous,0.5,B,38.63333333,-121.77777778
2007,178,1600.0,"NO NAME 306","",Miscellaneous,0.1,A,38.150976,-122.44939
2007,140,1800.0,"NO NAME 307","",Miscellaneous,0.1,A,38.15978,-122.45175
2007,140,1800.0,"NO NAME 308","",Miscellaneous,0.1,A,38.15978,-122.45175
2008,143,1600.0,"ELLICOTT SLOUGH WF","",Miscellaneous,1.0,B,36.92777778,-121.84361111
2008,49,1600.0,"NO NAME 144","",Arson,0.1,A,36.929639,-121.8106
2008,154,800.0,"WILDWEB INCIDENT (SFBAY)","",Miscellaneous,1.0,B,37.53416667,-122.07583333
2008,162,1500.0,"LIC #1","","Equipment Use",3.0,B,38.35861111,-121.50944444
2008,171,1600.0,"LODI G C","","Equipment Use",12.0,C,38.34527778,-122.50388889
2009,271,1400.0,"DON EDWARDS 09","",Miscellaneous,2.0,B,37.42944444,-121.98
2009,197,1600.0,"STONE LAKE POND","",Miscellaneous,1.0,B,38.393978,-121.472098
2009,207,1500.0,"CANAL THREAT #1","",Campfire,1.0,B,38.365709,-121.509879
2009,154,1200.0,"RAILROAD OVERCROSSING","",Miscellaneous,1.0,B,38.408535,-121.452254
2009,155,1500.0,"ELK GROVE AKT","",Miscellaneous,100.0,D,38.379664,-121.477088
2008,149,300.0,"BLACK POINT","",Campfire,0.1,A,37.807897,-122.428203
2009,261,1100.0,HAWK,"",Miscellaneous,0.4,B,37.8256,-122.4939
2007,226,2100.0,"HWY 128","",Missing/Undefined,368.0,E,38.485278,-122.018611
2006,185,400.0,"CABEU002307              ","",Miscellaneous,3.7,B,36.90388888,-121.59
2006,186,2000.0,"CABEU002318              ","","Equipment Use",1.0,B,36.86111111,-121.64611111
2006,187,2300.0,"CABEU002331              ","","Debris Burning",17.0,C,36.81611111,-121.71805555
2006,187,900.0,"CABEU002339              ","",Miscellaneous,0.1,A,36.84694444,-121.42694444
2006,187,200.0,"CABEU002347              ","","Equipment Use",0.1,A,36.84694444,-121.46305555
2006,203,1700.0,"CABEU002660              ","","Equipment Use",0.1,A,36.81694444,-121.64611111
2006,206,2100.0,"CABEU002727              ","","Equipment Use",0.3,B,36.81694444,-121.62694444
2006,192,700.0,"CABEU002439              ","","Equipment Use",6.0,B,36.84611111,-121.48194444
2006,193,2100.0,"CABEU002459              ","","Equipment Use",1.0,B,36.94805555,-121.46305555
2006,214,2300.0,"CABEU002858              ","","Equipment Use",19.1,C,36.83111111,-121.68194444
2006,222,1200.0,"CABEU002961              ","",Miscellaneous,0.3,B,36.83111111,-121.64611111
2007,262,200.0,"VIERRA CANYON RD / HWY 10","",Miscellaneous,1.0,B,36.79194444,-121.66694444
2007,262,400.0,"SHORE RD / LAKE RD 2     ","",Miscellaneous,1.0,B,36.94194444,-121.44611111
2007,268,1000.0,"CHARLES SCHELL LN  PRUNED","",Children,1.0,B,36.85194444,-121.68694444
2007,280,1000.0,"PARADISE RD  PRUNEDALE   ","",Smoking,0.5,B,36.81805555,-121.68805555
2007,297,1600.0,"REAVIS                   ","",Arson,0.5,B,36.8,-121.645
2008,79,400.0,"ARRIBA DR  AROMAS_SBCO   ","",Arson,1.0,B,36.88694444,-121.62805555
2008,81,1400.0,"156 3                    ","","Equipment Use",1.0,B,36.85388888,-121.56888888
2008,87,300.0,"KAREN CT  AROMAS_SBCO    ","","Debris Burning",0.3,B,36.87888888,-121.64111111
2008,97,1000.0,"ROCKS                    ","",Miscellaneous,1.0,B,36.86,-121.60388888
2008,108,900.0,"COLE RD  AROMAS_SBCO 2   ","","Equipment Use",1.0,B,36.86305555,-121.62194444
2006,174,1900.0,"CABEU002101              ","",Miscellaneous,0.1,A,36.86111111,-121.62694444
2006,176,1500.0,"CABEU002138              ","","Equipment Use",0.4,B,36.86111111,-121.62694444
2006,172,400.0,"CABEU02061               ","","Equipment Use",1.0,B,36.87611111,-121.445
2006,334,1800.0,"ANZAR TAC4               ","","Equipment Use",0.1,A,36.89305555,-121.605
2006,339,400.0,"HORIZON DR / AIRLINE HWY ","","Equipment Use",1.0,B,36.88305555,-121.43111111
2006,342,2300.0,"DUNBARTON IC TAC4        ","","Debris Burning",1.0,B,36.845,-121.63388888
2006,238,2100.0,"CABEU003224              ","",Miscellaneous,1.0,B,36.88888888,-121.62694444
2006,255,900.0,"CABEU003483              ","","Equipment Use",0.5,B,36.86111111,-121.60805555
2008,139,500.0,"PACHECO                  ","",Miscellaneous,20.0,C,36.88305555,-121.56194444
2008,139,900.0,"QUAIL                    ","","Equipment Use",1.0,B,36.87,-121.68611111
2008,143,700.0,"BEATRICE                 ","",Miscellaneous,1.7,B,36.81111111,-121.64305555
2008,143,1400.0,"HWY 101  S/ HWY 129 2    ","",Miscellaneous,1.0,B,36.88305555,-121.56194444
2008,160,2200.0,"FRAZIER                  ","",Miscellaneous,3.0,B,36.90805555,-121.43888888
2008,161,400.0,"SHORE                    ","",Miscellaneous,0.1,A,36.93111111,-121.47694444
2008,162,200.0,"ANZAR                    ","",Miscellaneous,1.0,B,36.89388888,-121.61694444
2008,185,1300.0,"HWY25                    ","",Miscellaneous,20.0,C,36.93111111,-121.47694444
2008,187,0.0,"SAN JUAN GRADE RD / CRAZY","",Children,1.0,B,36.77305555,-121.60305555
2008,194,1800.0,"LIVE OAK                 ","","Debris Burning",1.0,B,36.84805555,-121.70805555
2008,195,1900.0,"VEGA                     ","",Arson,1.0,B,36.89111111,-121.71694444
2008,197,100.0,"HWY 101  N/ MORO RD      ","","Equipment Use",1.0,B,36.81611111,-121.63694444
2008,200,400.0,"TARPEY                   ","","Equipment Use",0.1,A,36.86,-121.69194444
2008,205,1000.0,"RIVER                    ","",Miscellaneous,1.0,B,36.835,-121.42194444
2008,206,300.0,"MORO                     ","",Arson,1.0,B,36.80388888,-121.66
2008,239,900.0,"MARLIN                   ","",Miscellaneous,1.0,B,36.89305555,-121.70111111
2008,241,200.0,"SAN JUAN                 ","","Equipment Use",2.0,B,36.77305555,-121.60305555
2008,244,1500.0,"SAN JUAN                 ","",Smoking,2.0,B,36.85111111,-121.43111111
2008,251,1400.0,"SAN JUAN GRADE RD / CRAZY","",Miscellaneous,0.3,B,36.77305555,-121.60305555
2008,275,2100.0,"25                       ","","Equipment Use",1.0,B,36.89611111,-121.42694444
2008,349,600.0,"ECHO VALLEY RD  NORTH_COU","","Debris Burning",0.1,A,36.825,-121.665
2006,290,100.0,"PARADISE RD / LEAFWOOD DR","",Miscellaneous,0.5,B,36.80805555,-121.70388888
2006,290,500.0,"AIRLINE HWY  / UNION RD  ","","Debris Burning",0.3,B,36.87,-121.42111111
2006,293,1400.0,"101 IC WHT3 2            ","","Equipment Use",1.0,B,36.86194444,-121.57888888
2006,301,1300.0,"101 INC TAC7             ","",Miscellaneous,1.0,B,36.90305555,-121.55
2006,301,500.0,"BOLSA IC WHT-3           ","",Miscellaneous,1.0,B,36.93111111,-121.47694444
2007,98,1200.0,"RED BARN SALINAS 16      ","",Miscellaneous,1.0,B,36.85388888,-121.63194444
2007,112,1300.0,"HWY 156  / HWY 101  N 3  ","",Miscellaneous,1.0,B,36.86194444,-121.57888888
2007,117,1500.0,"CARR AV  AROMAS_SBCO 12  ","",Children,1.0,B,36.88611111,-121.64
2007,117,1000.0,"129 IC                   ","",Miscellaneous,1.0,B,36.9,-121.59111111
2007,124,2100.0,"NASH RD  HOLLISTER_CITY  ","",Children,1.0,B,36.87,-121.42111111
2007,126,400.0,"HIDDEN VALLEY WH3        ","","Equipment Use",1.0,B,36.83194444,-121.69388888
2007,128,700.0,"VEGA WH3                 ","","Equipment Use",0.3,B,36.89194444,-121.715
2007,130,1800.0,"TUCKER RD / STRAWBERRY RD","","Debris Burning",1.0,B,36.83111111,-121.68
2007,131,1800.0,"BOLSA RD / HUDNER LN 4   ","","Debris Burning",1.0,B,36.90805555,-121.43888888
2007,141,2000.0,"BOLSA RD / SHORE RD 13   ","",Miscellaneous,1.0,B,36.93111111,-121.47694444
2007,142,800.0,"OLD STAGE RD / CRAZY HORS","",Miscellaneous,1.0,B,36.77,-121.6
2007,240,500.0,"LOWER WALDEN RD  CARMEL 6","",Miscellaneous,0.1,A,36.79805555,-121.57
2007,161,900.0,"PADDON IC ON WHITE 3     ","",Miscellaneous,1.0,B,36.87,-121.69611111
2007,161,2100.0,"MORO RD / TUSTIN RD      ","",Miscellaneous,1.0,B,36.80805555,-121.64888888
2007,163,300.0,"RED BARN SALINAS 19      ","","Equipment Use",1.5,B,36.85388888,-121.63194444
2007,168,1900.0,"RED BARN SALINAS 22      ","",Miscellaneous,0.3,B,36.85388888,-121.63194444
2007,172,100.0,"HWY 101  N/ HWY 129 13   ","",Smoking,1.0,B,36.88194444,-121.56111111
2007,177,100.0,"SAN JUAN 2               ","",Arson,5.0,B,36.77305555,-121.60305555
2007,177,900.0,"AVENIDA IC WH3           ","","Equipment Use",44.0,C,36.85388888,-121.56888888
2007,177,1100.0,"SAN JUAN                 ","",Miscellaneous,1.0,B,36.77305555,-121.60305555
2007,179,1800.0,"HIDDEN VALLEY RD  PRUNEDA","",Miscellaneous,1.0,B,36.83694444,-121.70194444
2007,179,1300.0,"SAN JUAN 3               ","",Miscellaneous,1.0,B,36.80388888,-121.50388888
2007,181,200.0,"REA CT  AROMAS_MOCO 2    ","",Miscellaneous,1.0,B,36.87694444,-121.64805555
2007,183,2300.0,"BOLSA RD / HUDNER LN 5   ","","Equipment Use",1.0,B,36.90805555,-121.43888888
2007,185,1700.0,"SHORE                    ","","Equipment Use",0.3,B,36.93111111,-121.47694444
2007,186,300.0,"BRIDGE RD  HOLLISTER_CITY","",Miscellaneous,0.1,A,36.87,-121.42111111
2007,192,1500.0,"COLE RD  AROMAS_SBCO 5   ","",Miscellaneous,1.0,B,36.88,-121.62194444
2007,193,1500.0,"RIVERSIDE RD  HOLLISTER 6","",Children,3.0,B,36.84305555,-121.42694444
2007,194,600.0,"BOLSA                    ","",Miscellaneous,1.0,B,36.90805555,-121.43888888
2007,222,800.0,"ROCKS RD  AROMAS_SBCO    ","",Miscellaneous,1.0,B,36.85694444,-121.59694444
2007,227,500.0,"BOLSA RD / SHORE RD 2    ","",Miscellaneous,0.1,A,36.93111111,-121.47694444
2007,239,1000.0,"OLD STAGE RD  SALINAS    ","",Arson,0.1,A,36.78111111,-121.585
2007,200,1600.0,"25 IC TAC 7              ","",Miscellaneous,1.0,B,36.90805555,-121.43888888
2007,203,2000.0,"ROCKS RD  AROMAS_SBCO 2  ","",Miscellaneous,1.0,B,36.85694444,-121.59694444
2007,207,100.0,"129 IC ON TAC 4          ","","Debris Burning",1.0,B,36.9,-121.59694444
2007,213,100.0,"FOREST 2                 ","","Debris Burning",1.0,B,36.89388888,-121.6
2007,215,400.0,"SHORE RD / FRAZIER LAKE 4","","Equipment Use",1.3,B,36.93888888,-121.45694444
2007,243,2000.0,"SHORE IC ON TAC7         ","",Miscellaneous,0.1,A,36.93111111,-121.47694444
2007,246,2300.0,"SAN JUAN GRADE RD / CRAZY","",Miscellaneous,1.0,B,36.77305555,-121.60305555
2007,249,600.0,"HWY 101  S/ HWY 129 2    ","",Miscellaneous,0.1,A,36.88305555,-121.56194444
2007,309,1900.0,"CASTROVILLE BL / PARADISE","","Debris Burning",0.1,A,36.79694444,-121.70111111
2007,342,300.0,"OLD STAGE RD / CRAZY HORS","",Miscellaneous,0.1,A,36.77,-121.6
2008,120,900.0,"SAN JUAN 2               ","","Debris Burning",1.0,B,36.80111111,-121.48388888
2008,125,800.0,"101 13                   ","","Equipment Use",0.4,B,36.86194444,-121.57888888
2008,129,0.0,"CARPENTERIA RD / SNYDER A","","Equipment Use",1.0,B,36.87611111,-121.64194444
2008,137,1200.0,"VIERRA                   ","",Children,0.1,A,36.79194444,-121.66694444
2008,137,2100.0,"BUENA VISTA RD  BETABEL  ","",Miscellaneous,1.0,B,36.86388888,-121.44388888
2008,138,1200.0,"CASTROVILLE BL / PARADISE","",Miscellaneous,1.0,B,36.79888888,-121.69805555
2008,169,1700.0,"ROCKS                    ","",Miscellaneous,1.0,B,36.86,-121.60388888
